item_id,order_id,product_id,quantity,unit_price
139,48,77,5,4059.82
140,49,252,3,1331.87
141,50,201,1,930.57
142,50,250,4,3452.0
143,50,169,2,4298.82
144,50,202,5,1023.02
145,50,96,4,4501.98
146,51,190,4,2053.02
147,51,214,1,1265.06
148,51,22,4,2759.52
149,51,112,4,1152.86
150,51,34,1,649.29
151,52,40,3,2675.81
152,52,75,3,3146.2
153,52,127,1,3352.23
154,52,247,3,3909.14
155,53,69,3,1966.23
156,53,39,1,1263.5
157,53,163,2,4822.48
158,53,68,5,475.48
159,53,242,2,4120.52
160,54,253,2,1666.28
161,54,231,4,3180.96
162,54,242,2,2175.21
163,54,298,1,932.49
164,54,52,1,3689.24
165,55,19,2,3825.21
166,56,243,1,1303.62
167,56,108,4,3915.9
168,56,141,2,2778.15
169,56,42,4,2047.98
170,57,231,3,835.5
171,57,171,5,1595.26
172,57,87,2,4210.22
173,58,285,5,2206.53
174,58,153,2,1640.58
175,58,28,4,2057.39
176,59,271,1,4181.47
177,59,206,4,3628.62
178,60,114,3,2288.26
179,60,125,3,2707.56
180,60,20,4,135.96
181,60,202,4,1811.66
182,61,144,1,2712.3
183,61,191,3,4317.99
184,61,31,5,2602.52
185,61,264,4,776.87
186,61,261,4,778.74
187,62,137,2,1600.61
188,62,297,4,4275.82
189,62,224,5,1567.06
190,63,204,2,3563.64
191,63,281,2,1249.76
192,63,152,4,1255.32
193,63,290,5,2113.7
194,63,92,1,2503.18
195,64,267,4,1976.9
196,64,300,5,1489.23
197,65,279,5,3677.18
198,66,107,1,469.17
199,67,57,2,1517.86
200,67,238,3,4280.7
201,67,47,3,3157.54
202,67,89,1,4985.37
203,67,297,4,725.2
204,68,300,1,3869.4
205,68,149,2,2518.13
206,68,41,4,1752.0
207,68,202,1,1719.56
208,69,59,4,2791.69
209,69,238,3,1616.15
210,69,174,4,2484.66
211,70,82,1,3979.07
212,70,90,2,4925.2
213,71,280,1,262.97
214,71,186,1,3344.42
215,71,2,3,4676.12
216,71,65,1,1363.08
217,71,131,2,1115.84
218,72,18,2,4197.35
219,72,51,4,4510.69
220,72,76,3,4752.77
221,72,24,3,2024.93
222,73,36,2,1641.34
223,73,246,1,2982.85
224,74,54,3,2596.99
225,75,24,1,2595.85
226,75,86,3,4681.8
227,76,91,2,4748.35
228,76,50,3,3762.93
229,76,203,1,2359.18
230,76,117,3,1934.2
231,77,218,5,3673.02
232,78,271,2,2046.57
233,78,66,2,3045.91
234,78,164,3,812.37
235,79,193,4,4991.78
236,79,213,5,2270.99
237,79,248,1,144.33
238,79,121,3,4011.63
239,79,89,3,4191.19
240,80,138,1,3382.58
241,80,209,2,766.44
242,80,173,4,3969.86
243,80,252,5,809.65
244,80,161,5,2939.05
245,81,126,2,4501.74
246,81,222,2,110.56
247,81,22,2,2382.97
248,82,63,5,3777.01
249,82,230,3,4663.81
250,82,73,1,2854.82
251,83,291,2,915.6
252,84,155,5,1712.77
253,84,169,2,1189.76
254,84,64,2,1995.94
255,85,137,4,1242.59
256,85,44,3,641.92
257,85,178,1,4172.69
258,85,134,4,845.64
259,85,261,5,3187.69
260,86,162,2,1982.46
261,86,161,4,1981.03
262,86,289,5,668.57
263,87,11,3,1145.72
264,87,60,2,4361.22
265,87,282,2,3017.12
266,88,14,4,4484.56
267,88,186,1,1445.5
268,88,57,4,3829.68
269,89,218,2,507.69
270,89,159,3,4703.17
271,89,213,1,2380.55
272,89,172,4,4169.22
273,89,228,5,4946.93
274,90,89,2,136.29
275,90,154,3,3492.35
276,90,16,2,2429.37
277,90,157,3,1447.85
278,91,239,3,1687.77
279,91,24,4,1858.12
280,91,46,5,3248.49
281,91,10,4,4590.33
282,91,9,5,1229.03
283,92,74,2,4634.22
284,92,25,2,2151.61
285,92,101,4,1849.34
286,93,44,1,4934.22
287,93,135,2,482.92
288,93,51,3,1613.12
289,94,135,5,857.44
290,95,250,2,2439.38
291,95,260,1,3258.16
292,96,139,2,3511.91
293,96,117,3,2143.04
294,96,299,1,4407.29
295,96,104,3,4961.01
296,96,130,4,2182.02
297,97,117,2,2185.4
298,97,41,1,4638.78
299,97,165,4,1314.32
300,98,288,3,4979.86
301,98,283,4,3152.56
302,98,81,1,3572.24
303,98,211,5,2114.31
304,99,110,4,3221.47
305,100,110,5,4863.81
306,100,296,4,2994.27
307,100,131,3,3956.35
308,101,178,2,3594.1
309,101,134,3,3248.72
310,101,271,5,3152.07
311,101,24,4,1447.95
312,101,146,5,1821.73
313,102,153,1,1431.22
314,102,112,3,2370.37
315,102,211,3,3182.48
316,102,116,5,1511.08
317,102,132,2,3156.4
318,103,25,2,850.54
319,103,231,4,4958.66
320,103,223,5,2884.48
321,103,246,2,1654.88
322,103,95,4,2797.71
323,104,203,4,2434.23
324,104,34,1,3562.02
325,104,253,2,3535.4
326,104,249,5,2185.05
327,104,2,4,3137.75
328,105,251,2,4944.68
329,105,214,2,2806.33
330,105,143,4,253.55
331,106,213,2,1474.42
332,106,87,3,1179.99
333,106,178,1,1342.12
334,107,147,4,4786.0
335,107,1,3,1436.25
336,107,175,4,4460.47
337,107,255,1,2377.12
338,108,276,3,1207.59
339,108,241,3,2690.75
340,108,40,4,3282.85
341,108,79,1,956.41
342,109,280,1,3261.5
343,109,3,4,3539.5
344,110,101,4,612.89
345,110,103,1,4713.73
346,110,215,4,4634.83
347,110,132,2,3740.97
348,111,114,3,2922.08
349,111,161,1,1956.34
350,111,68,5,2996.97
351,112,90,3,4931.88
352,113,277,4,3409.59
353,113,262,5,2088.58
354,113,101,4,3371.7
355,113,200,4,4262.2
356,113,166,4,928.0
357,114,281,5,3379.36
358,114,235,5,1092.68
359,114,97,4,2401.93
360,115,200,1,3808.11
361,116,62,2,785.09
362,116,14,5,4834.98
363,116,3,1,1223.6
364,116,247,4,4348.5
365,117,182,4,1647.13
366,118,114,3,2075.14
367,118,131,1,739.75
368,118,278,3,2603.96
369,118,291,3,1052.41
370,118,145,2,3616.73
371,119,276,1,2819.76
372,120,43,2,1419.06
373,120,262,2,1125.29
374,120,209,4,575.73
375,121,174,2,3224.28
376,121,135,2,1997.15
377,121,67,2,1400.01
378,122,219,2,1993.7
379,122,256,4,2084.46
380,122,9,2,638.52
381,122,65,2,3424.87
382,122,203,4,931.3
383,123,158,5,623.89
384,123,212,4,485.47
385,124,96,3,1457.73
386,124,100,1,419.63
387,124,125,3,3908.25
388,125,237,2,3163.86
389,125,151,4,1160.09
390,126,147,4,2597.03
391,126,64,4,1739.15
392,126,215,5,4276.85
393,127,106,3,2810.88
394,127,192,4,3033.14
395,127,28,1,219.62
396,128,102,2,4020.59
397,128,43,5,1078.05
398,128,47,1,2487.48
399,128,270,3,1163.97
400,128,279,2,462.72
401,129,261,1,3150.47
402,130,179,4,2145.88
403,130,194,1,672.0
404,130,186,3,1402.96
405,130,32,3,3679.16
406,130,99,5,138.81
407,131,286,2,2150.37
408,131,143,1,1897.44
409,131,230,3,402.06
410,131,13,2,4116.2
411,131,137,2,3968.93
412,132,99,1,3314.71
413,132,175,1,3187.35
414,132,191,5,2829.5
415,132,23,5,2110.79
416,133,138,4,4931.82
417,134,108,5,1122.36
418,134,299,4,4636.15
419,135,144,2,3900.59
420,136,192,1,1085.79
421,137,179,5,3885.0
422,137,263,5,1422.54
423,137,154,1,2262.01
424,138,262,3,2813.35
425,139,62,5,3865.01
426,139,151,1,2777.08
427,139,58,3,497.28
428,140,91,4,2774.97
429,140,155,3,2259.62
430,140,141,5,2838.61
431,140,14,3,585.13
432,141,21,3,2178.96
433,141,14,3,1318.63
434,141,100,4,3559.98
435,142,142,2,2793.53
436,143,210,2,958.32
437,144,266,3,3790.58
438,144,9,1,2599.63
439,144,67,4,722.87
440,144,276,2,2088.51
441,145,30,4,1202.47
442,145,98,4,4951.67
443,145,29,2,4716.49
444,146,130,3,1613.46
445,146,28,5,2859.05
446,146,33,5,2985.98
447,146,50,2,1017.84
448,147,293,3,1622.58
449,147,126,1,3092.48
450,147,205,1,4083.46
451,147,209,2,1299.51
452,147,22,2,2931.5
453,148,219,3,2353.71
454,148,185,2,3030.49
455,149,253,4,3027.13
456,149,237,3,4176.62
457,149,116,2,4371.99
458,149,208,4,730.55
459,149,73,1,4243.97
460,150,238,1,3180.54
461,151,174,1,3696.17
462,151,226,4,3583.91
463,151,37,2,1189.74
464,151,8,2,615.68
465,151,60,5,1816.81
466,152,56,1,1257.11
467,152,251,1,1992.05
468,153,22,3,152.78
469,153,160,5,4214.27
470,153,234,2,906.84
471,153,253,1,384.52
472,154,247,4,368.74
473,154,139,5,2897.99
474,154,42,3,2647.18
475,154,165,1,1485.01
476,154,187,3,965.42
477,155,92,5,1630.72
478,155,205,1,677.09
479,155,109,1,1077.32
480,155,86,1,768.92
481,156,68,1,319.07
482,156,74,2,2708.12
483,157,148,2,4634.59
484,157,276,2,369.53
485,157,107,1,1339.52
486,158,143,1,1651.76
487,159,130,1,1930.13
488,159,223,3,300.12
489,160,19,1,2354.28
490,160,34,1,1710.3
491,160,136,5,1891.81
492,161,210,4,3360.77
493,162,284,4,2718.22
494,162,212,4,3023.75
495,163,36,2,3613.01
496,163,269,2,2216.37
497,163,18,5,4970.85
498,163,16,3,921.42
499,164,270,5,4952.61
500,164,54,3,2856.89
501,164,72,1,2020.94
502,165,240,2,1165.83
503,165,215,2,3574.2
504,165,239,4,2684.43
505,166,237,1,2187.67
506,166,135,3,351.03
507,167,197,3,3846.88
508,167,119,2,2704.85
509,167,178,2,4105.52
510,167,242,1,2468.85
511,167,180,3,4711.16
512,168,237,1,4000.48
513,168,269,2,1397.88
514,168,72,4,126.88
515,168,2,4,2312.59
516,169,262,5,4130.31
517,169,72,3,1837.71
518,169,59,3,3763.2
519,170,171,2,2895.86
520,170,237,1,914.18
521,170,73,5,167.36
522,171,273,4,538.48
523,172,204,5,4968.65
524,173,194,2,2806.1
525,173,16,3,2766.58
526,174,66,3,1167.25
527,174,68,1,2916.18
528,175,5,3,2552.73
529,175,154,4,2027.44
530,175,30,2,1174.25
531,176,72,5,3482.13
532,176,77,4,943.39
533,176,272,2,460.96
534,176,160,1,4921.23
535,176,147,2,4035.77
536,177,251,4,4123.46
537,177,126,3,4559.1
538,177,42,3,4138.25
539,177,238,5,4908.91
540,177,53,2,4470.18
541,178,74,3,1130.84
542,178,226,5,1935.28
543,178,41,1,2903.49
544,178,269,2,2052.25
545,179,43,5,3376.09
546,179,97,3,2493.77
547,179,206,1,2959.13
548,179,98,5,3077.53
549,179,178,1,2823.76
550,180,200,2,3929.17
551,180,203,1,997.15
552,180,265,3,2658.99
553,180,106,5,989.37
554,181,156,2,3780.93
555,182,213,3,4169.12
556,183,81,1,4816.96
557,184,267,2,454.85
558,184,210,1,3115.32
559,184,30,1,180.69
560,184,254,5,2149.35
561,185,132,3,984.59
562,186,212,1,2546.93
563,186,285,3,257.56
564,187,162,3,3577.25
565,187,167,2,4337.39
566,188,191,5,3860.09
567,188,193,3,2358.41
568,188,54,4,1076.61
569,188,144,4,3816.45
570,188,207,5,1940.04
571,189,243,5,4473.34
572,189,109,1,4096.74
573,190,126,4,1060.06
574,190,49,1,3407.96
575,191,181,4,450.84
576,192,289,4,1600.28
577,192,183,2,1998.93
578,192,226,3,1922.05
579,193,39,2,1131.74
580,193,180,1,273.66
581,194,257,3,868.02
582,194,41,5,1465.68
583,194,279,1,446.83
584,194,115,4,4819.64
585,195,118,3,2368.01
586,196,294,5,1440.91
587,196,136,1,4761.48
588,196,58,3,2749.35
589,196,1,4,2059.57
590,196,289,3,1697.15
591,197,5,5,2385.08
592,197,59,1,3940.9
593,197,13,4,1209.12
594,198,66,1,3390.68
595,199,220,2,4958.24
596,200,248,5,3075.56
597,200,135,1,1333.56
598,200,187,5,4674.63
599,200,12,2,4559.47
600,200,65,4,4604.62
601,201,36,5,4973.22
602,201,183,1,2849.01
603,201,4,1,2911.95
604,202,225,4,3333.83
605,202,63,4,2673.78
606,202,82,1,143.78
607,202,162,5,4165.65
608,203,113,5,3210.33
609,203,281,3,563.28
610,203,150,1,3115.38
611,203,120,1,729.77
612,204,52,2,4998.11
613,205,271,2,1244.78
614,205,195,2,3782.78
615,205,119,4,816.74
616,206,142,3,3757.06
617,206,167,2,853.23
618,207,269,3,1703.73
619,207,252,4,3770.23
620,207,277,5,882.25
621,207,247,1,4142.95
622,208,268,5,2560.36
623,208,7,4,239.38
624,209,163,1,2514.3
625,209,154,4,3760.59
626,210,290,1,4518.69
627,210,114,5,4281.59
628,210,90,5,3266.94
629,210,286,3,646.38
630,210,53,2,2157.91
631,211,110,5,4930.53
632,212,298,1,927.77
633,212,91,1,4834.12
634,212,74,1,2126.43
635,213,140,4,2972.52
636,213,256,2,888.09
637,213,280,1,4266.77
638,213,135,5,3839.59
639,213,1,5,4316.65
640,214,257,3,4248.02
641,215,208,3,2028.62
642,215,81,3,480.34
643,215,93,1,1471.24
644,215,260,4,1570.84
645,216,251,3,3990.21
646,216,25,1,2410.09
647,216,205,1,4155.85
648,217,64,5,2915.65
649,217,176,4,3594.01
650,218,83,1,4196.14
651,218,192,5,2759.43
652,218,70,3,3676.54
653,218,201,2,315.01
654,219,261,4,517.22
655,219,219,1,974.52
656,220,24,1,3203.64
657,220,220,3,4042.89
658,220,202,3,4518.41
659,221,59,3,928.59
660,222,165,4,960.42
661,222,104,1,3291.33
662,223,76,1,3004.3
663,223,180,4,525.27
664,223,226,2,2606.23
665,223,107,3,2098.26
666,223,142,3,1680.89
667,224,76,4,2812.39
668,224,149,3,3078.61
669,224,176,5,2653.91
670,225,217,5,3125.38
671,225,102,3,879.83
672,225,57,4,4829.76
673,225,51,4,829.16
674,226,43,3,682.16
675,226,176,2,1438.04
676,226,235,4,4210.46
677,226,26,1,2970.36
678,227,198,3,2201.59
679,227,162,4,3311.62
680,227,97,4,4318.09
681,228,207,4,349.28
682,228,196,4,3388.07
683,228,171,3,987.05
684,229,27,2,4087.45
685,230,123,2,4152.37
686,230,28,1,2521.16
687,230,31,1,1759.32
688,230,203,5,4518.23
689,231,257,3,2132.94
690,231,254,1,4483.77
691,231,298,5,2199.9
692,232,161,5,3179.71
693,232,65,3,2552.89
694,233,175,1,1006.32
695,233,172,1,812.66
696,233,53,3,549.45
697,233,96,3,2383.19
698,233,41,1,2848.11
699,234,157,3,3876.14
700,234,146,1,336.85
701,234,122,2,1295.31
702,234,182,2,2935.57
703,235,54,4,2738.28
704,235,115,5,1475.25
705,236,289,1,2464.55
706,236,114,5,1097.66
707,237,231,4,2372.49
708,237,88,4,1358.4
709,237,87,2,931.95
710,237,198,2,3865.05
711,237,48,2,2276.44
712,238,68,2,3881.17
713,238,120,4,933.27
714,238,187,3,661.52
715,238,141,4,1977.92
716,238,285,1,689.43
717,239,9,1,1841.31
718,240,112,4,1578.11
719,240,295,5,634.81
720,241,171,1,3978.45
721,241,238,4,1943.56
722,241,182,4,1209.14
723,242,39,1,4288.29
724,242,236,2,2178.17
725,242,260,1,765.99
726,242,228,4,2503.41
727,243,296,3,2085.17
728,243,98,2,4550.08
729,244,46,3,775.88
730,244,239,5,3136.8
731,244,241,1,1149.02
732,244,26,1,2722.2
733,245,191,2,3956.56
734,246,55,3,1545.61
735,246,120,5,3928.63
736,246,224,2,293.72
737,247,227,2,424.74
738,247,36,1,3832.59
739,247,216,5,4283.07
740,247,237,2,494.91
741,247,134,4,310.03
742,248,22,3,1313.77
743,248,80,5,1240.45
744,248,234,1,2178.31
745,248,130,5,4831.3
746,248,114,4,2641.6
747,249,245,1,2254.49
748,249,269,2,2279.45
749,249,275,3,541.13
750,249,52,3,4915.07
751,249,128,3,182.83
752,250,173,4,2019.1
753,250,273,5,2479.69
754,250,247,1,1527.07
755,250,77,3,3971.0
756,251,231,2,4917.57
757,251,131,5,4244.08
758,252,146,5,1087.26
759,252,162,1,998.91
760,252,145,3,3163.43
761,252,151,3,1004.33
762,253,28,3,4069.61
763,253,95,4,1710.25
764,253,61,4,2530.01
765,253,258,4,3465.38
766,253,203,1,1156.15
767,254,257,4,2676.02
768,254,204,4,513.6
769,255,6,2,1256.57
770,255,269,2,3465.53
771,255,276,1,2104.77
772,255,33,2,747.54
773,256,45,3,434.73
774,257,295,1,3777.98
775,258,141,5,322.78
776,258,279,4,4390.07
777,258,270,1,3233.93
778,259,7,1,3779.28
779,259,99,3,3333.55
780,259,261,1,1241.34
781,260,18,4,520.49
782,260,199,4,2409.74
783,260,244,2,311.22
784,261,50,2,2077.4
785,262,271,3,1537.17
786,262,223,2,3987.11
787,262,197,2,4428.71
788,262,257,4,1740.9
789,262,86,4,3503.65
790,263,74,1,1944.5
791,263,102,1,1073.71
792,263,114,1,4075.88
793,263,124,5,133.23
794,263,85,1,4188.1
795,264,103,3,4698.4
796,265,20,4,4541.26
797,265,75,1,2528.34
798,265,129,5,4824.3
799,266,96,1,1221.46
800,266,179,3,2371.68
801,266,245,4,954.62
802,266,155,5,3259.73
803,266,72,2,3842.99
804,267,232,2,581.72
805,267,120,2,4372.41
806,267,7,4,257.29
807,267,281,1,763.04
808,267,85,3,1181.33
809,268,227,3,4760.55
810,268,31,3,1890.31
811,268,62,1,2785.18
812,268,123,3,3906.46
813,268,40,4,2203.93
814,269,161,4,2067.13
815,269,36,1,3208.1
816,269,144,3,2973.73
817,270,278,3,2099.71
818,271,54,4,3070.91
819,271,194,1,918.28
820,271,174,2,1623.44
821,272,136,3,3098.35
822,272,152,5,851.35
823,272,295,3,255.8
824,273,152,3,4276.5
825,273,244,4,4477.81
826,273,39,4,2272.33
827,273,241,2,729.01
828,274,73,1,4775.98
829,274,93,3,419.14
830,274,227,2,1229.02
831,274,236,4,1225.85
832,274,224,3,941.98
833,275,49,2,921.15
834,275,288,1,1336.72
835,275,281,3,1191.43
836,275,99,1,4384.41
837,276,214,2,3119.22
838,276,191,2,518.32
839,276,248,4,200.75
840,277,182,5,4323.54
841,278,199,3,2603.68
842,278,257,5,900.85
843,278,124,3,1258.19
844,278,188,2,3363.16
845,279,118,4,2582.9
846,279,126,4,813.51
847,280,120,2,4005.26
848,280,152,3,2698.38
849,280,156,5,2384.7
850,280,140,2,2283.24
851,281,29,3,3288.84
852,281,12,4,2342.52
853,281,96,5,1405.83
854,282,205,5,4064.99
855,283,111,2,1566.4
856,283,95,4,2920.84
857,283,36,3,1295.56
858,283,254,5,1711.03
859,284,20,3,2618.73
860,284,281,1,1309.89
861,284,87,3,2139.31
862,284,129,1,1078.74
863,285,290,5,4494.5
864,285,234,2,2954.59
865,286,216,3,4230.52
866,287,219,5,470.86
867,287,15,4,1380.84
868,287,173,1,3137.41
869,288,111,1,3847.02
870,288,256,5,868.14
871,288,85,3,2753.82
872,288,281,5,385.55
873,289,150,3,414.02
874,290,101,1,3450.1
875,290,162,3,1760.44
876,290,253,4,3706.7
877,290,178,5,4451.49
878,291,259,1,2472.76
879,291,275,1,2496.72
880,291,172,4,4531.02
881,291,154,2,2185.38
882,292,33,4,945.08
883,292,180,4,2546.36
884,292,60,5,634.45
885,292,256,2,2692.86
886,293,106,2,3513.86
887,293,180,3,365.19
888,293,228,1,1715.15
889,293,275,3,1084.64
890,294,266,1,4550.82
891,294,149,4,942.59
892,295,25,3,2978.52
893,296,32,4,3191.58
894,296,142,5,4190.86
895,296,165,5,4224.51
896,297,53,3,3426.27
897,297,130,3,4770.85
898,297,258,5,3548.92
899,297,91,4,1696.03
900,298,207,1,2427.67
901,298,6,3,4315.71
902,298,152,5,4164.46
903,298,181,3,3100.59
904,299,143,5,3275.61
905,300,193,4,4203.97
906,300,37,4,233.73
907,300,179,2,804.69
908,301,138,3,2404.51
909,301,300,2,3956.04
910,301,93,1,2981.68
911,301,52,3,3259.45
912,301,269,3,3387.32
913,302,199,2,4055.64
914,303,44,1,760.45
915,303,180,3,1976.71
916,304,59,4,994.63
917,304,49,2,1506.21
918,304,224,1,1306.55
919,305,115,5,1482.33
920,305,276,2,715.14
921,306,116,2,1307.34
922,306,64,2,3684.25
923,306,114,5,4387.61
924,306,235,4,932.35
925,306,232,3,1266.59
926,307,249,3,970.24
927,308,12,1,1321.37
928,308,39,3,3767.59
929,309,97,1,296.74
930,309,8,1,386.25
931,309,149,5,1145.51
932,309,160,4,334.42
933,310,35,4,4133.23
934,311,180,4,3074.29
935,311,144,3,921.11
936,311,131,5,3896.65
937,312,287,2,4806.37
938,312,136,5,4735.64
939,312,291,1,4871.53
940,313,45,5,1469.83
941,313,232,5,4215.96
942,313,130,5,3160.47
943,314,91,4,791.47
944,314,88,5,2859.73
945,315,225,2,2642.22
946,315,95,4,2939.35
947,316,205,3,2526.6
948,316,120,1,3816.1
949,316,43,1,1569.8
950,317,299,5,1222.85
951,317,286,4,1284.26
952,317,118,4,4746.25
953,318,150,3,2010.91
954,318,152,4,702.52
955,318,269,2,1437.25
956,318,40,1,1921.52
957,319,186,5,1649.01
958,319,132,3,4705.47
959,319,99,1,4581.7
960,320,189,1,4584.71
961,320,107,2,2735.75
962,320,122,5,1442.06
963,320,154,4,4678.14
964,320,231,5,1640.61
965,321,143,4,262.27
966,321,74,1,3832.01
967,321,177,4,3546.37
968,322,142,4,1374.46
969,322,190,4,1736.74
970,322,105,3,3004.07
971,323,101,4,4507.21
972,323,88,5,3265.95
973,323,208,1,4508.79
974,323,137,4,999.43
975,324,212,2,237.42
976,324,192,2,1876.56
977,324,147,3,3432.35
978,324,183,5,1800.9
979,325,295,5,150.87
980,325,150,4,2975.11
981,325,159,2,4522.48
982,325,100,4,2968.08
983,326,53,4,1225.53
984,327,153,1,548.04
985,327,298,5,863.37
986,327,297,2,4311.84
987,328,167,5,2413.29
988,328,185,1,1741.48
989,328,191,4,4666.97
990,328,113,3,2948.29
991,329,185,3,4490.19
992,329,187,3,3502.23
993,329,86,5,684.07
994,329,171,5,171.97
995,330,145,2,3736.6
996,331,280,5,4193.95
997,332,103,1,762.52
998,332,200,4,2834.71
999,332,145,2,3384.45
1000,332,207,3,2378.7
1001,333,257,2,1728.18
1002,334,291,3,3802.68
1003,334,159,4,3611.69
1004,335,211,5,623.68
1005,335,65,2,2899.59
1006,335,218,4,1465.13
1007,335,13,3,3514.25
1008,336,260,3,2543.99
1009,337,124,2,3981.97
1010,338,268,1,312.02
1011,338,53,2,3169.48
1012,338,243,2,1688.26
1013,339,296,3,1743.91
1014,339,89,1,534.59
1015,339,52,2,2219.89
1016,340,53,4,1618.37
1017,340,300,3,3633.31
1018,341,218,1,4660.44
1019,341,42,3,1916.56
1020,341,234,3,2557.93
1021,341,67,5,2304.44
1022,341,29,4,1891.36
1023,342,115,1,4900.42
1024,343,50,5,211.29
1025,343,276,3,908.86
1026,343,260,4,3082.55
1027,343,219,1,897.3
1028,343,123,1,3817.89
1029,344,288,3,2964.55
1030,344,63,4,3688.93
1031,344,61,4,2836.4
1032,345,244,4,2539.33
1033,345,105,1,4787.18
1034,346,255,1,941.77
1035,346,196,5,3220.18
1036,346,161,5,1895.63
1037,347,282,3,4855.53
1038,347,130,5,651.73
1039,347,242,3,1403.79
1040,348,203,2,947.46
1041,349,269,1,4607.51
1042,349,100,4,2368.87
1043,349,84,1,4550.05
1044,349,202,3,2959.68
1045,350,87,4,1150.19
1046,351,99,5,2729.18
1047,351,281,4,985.4
1048,352,205,1,1491.49
1049,352,197,1,153.46
1050,353,156,5,1310.54
1051,353,6,1,1959.89
1052,353,264,1,109.82
1053,354,63,4,357.24
1054,354,153,3,671.77
1055,354,262,5,840.19
1056,354,210,5,842.77
1057,354,190,3,1420.7
1058,355,54,1,1975.9
1059,355,106,1,2834.27
1060,355,23,3,4612.3
1061,356,19,5,4651.76
1062,356,238,2,3865.54
1063,356,33,4,924.86
1064,356,148,3,1473.97
1065,356,10,2,3736.01
1066,357,131,5,4526.35
1067,357,125,2,1805.98
1068,358,100,3,2192.61
1069,358,286,1,147.92
1070,358,155,5,353.53
1071,358,109,4,4816.58
1072,358,213,2,1659.98
1073,359,245,3,1318.94
1074,360,287,2,1149.79
1075,360,188,3,4043.6
1076,361,19,1,1810.21
1077,361,285,4,152.55
1078,361,186,3,3647.97
1079,361,44,5,4752.41
1080,361,137,1,3536.04
1081,362,226,5,170.69
1082,362,104,3,1206.47
1083,362,129,2,4827.07
